"txid","refid","time","type","subtype","aclass","asset","amount","fee","balance"
"L25K3Q-RVNXM-46PS5F","STYCO35-CZQNU-VS7RT7","2021-08-05 02:15:50","staking","","currency","XTZ.S",0.01692600,0,37.48688800
"LFH35V-XLWJG-7JRRP5","STGWNZG-4NRXX-GKJWBB","2021-08-08 02:00:41","staking","","currency","ETH2",0.0000176800,0,0.0005341260
"LBKIZK-2VAFY-FOXQ4H","ST4FEJN-EBR2Q-ZVTEGD","2021-08-09 02:33:49","staking","","currency","XTZ.S",0.02257900,0,37.50946700
"LY2HUS-KFTVA-OLPDSH","STOC6HI-Y4YRA-3SBCKT","2021-08-12 02:25:51","staking","","currency","XTZ.S",0.01694400,0,37.52641100
"LSQD4O-IAYZI-H7ZWD2","ST6LWPC-WXVAE-NOPGFD","2021-08-15 02:00:40","staking","","currency","ETH2",0.0000174910,0,0.0005516170
"LNIT3U-5PMHT-YT77NN","ST3KTJT-QMENF-P7BSYW","2021-08-16 02:25:06","staking","","currency","XTZ.S",0.02260300,0,37.54901400
"LYGD2Y-CGTBE-YZB73C","FTAI2Dg-icLfnnrQy5pjGVPsKgUbWI","2021-08-17 22:55:29","deposit","","currency","EUR.HOLD",1664.4800,62.6700,1601.8100
"L5QFMX-I2NIX-L5V7SZ","TSIP7ZC-YCGEY-RKOBUY","2021-08-17 22:55:29","spend","","currency","EUR.HOLD",-1578.1300,23.6800,0.0000
"LJ7RWY-DAOBZ-3VXJCT","TSIP7ZC-YCGEY-RKOBUY","2021-08-17 22:55:29","receive","","currency","XRP",1640.00000000,0,1640.00000000
"LHOTH2-OUZEO-7QCRIV","FTjFTEh-c1kdxAnE0HyAbNn46De6gj","2021-08-17 23:02:46","withdrawal","","currency","XRP",-1639.98000000,0.02000000,0.00000000
"LL4R7S-E46Y4-RI5OEN","ST3B45Z-VVDKP-BB23JV","2021-08-19 02:21:46","staking","","currency","XTZ.S",0.01696200,0,37.56597600
"LAGIYD-4STM6-PVWEGH","STSSTUT-MEUHS-NQ7BBZ","2021-08-22 02:03:00","staking","","currency","ETH2",0.0000171830,0,0.0005688000
"LKOAWS-G4OFV-JCRTJB","STGDGAJ-FKWWS-CAVSX6","2021-08-23 17:26:21","staking","","currency","XTZ.S",0.02601500,0,37.59199100
"LXNVMB-EIR4Z-K3PXQL","ST3JZD2-N3CGQ-MBEVWE","2021-08-26 02:20:39","staking","","currency","XTZ.S",0.01359000,0,37.60558100
"LLHCLV-EI4BQ-E5AKCL","STMTBKN-TCWJT-I6UOLD","2021-08-29 02:00:55","staking","","currency","ETH2",0.0000169040,0,0.0005857040
"LJZ4P3-6PDOI-IYBB64","STIUHP3-63U3J-BSJNU2","2021-08-30 02:54:25","staking","","currency","XTZ.S",0.02272100,0,37.62830200
"L56PZE-CDCUW-MDRUFU","STTOXTH-QPSMP-VIJZ6L","2021-09-02 01:16:12","staking","","currency","XTZ.S",0.01692700,0,37.64522900
"LRRCME-7YZKQ-FKI6UG","STY4ESK-EHW3H-YOOHEK","2021-09-05 02:04:39","staking","","currency","ETH2",0.0000166430,0,0.0006023470
"LYLAFK-6NPEY-TQGWTI","STA2CI5-JBDO6-SHF2ZY","2021-09-06 01:17:33","staking","","currency","XTZ.S",0.02267400,0,37.66790300
"LUTYCB-FNANG-KWP5P5","STKKJO7-FQWAH-Y53BRS","2021-09-09 01:16:01","staking","","currency","XTZ.S",0.01701600,0,37.68491900
"L5EZMA-H4XY6-NW3BJK","STLTA6X-2PK3Q-2SIEXQ","2021-09-12 02:03:00","staking","","currency","ETH2",0.0000164310,0,0.0006187780
"LTCSLW-S7RMN-VSMH5I","STS35B7-QLWPC-CT7HQC","2021-09-13 01:34:12","staking","","currency","XTZ.S",0.02269800,0,37.70761700
"LV7QBS-RZGCW-UWAV2G","ST7O2DM-Z67J2-I4CWZ4","2021-09-16 01:25:56","staking","","currency","XTZ.S",0.01703400,0,37.72465100
"LCNCW3-CWX4Q-WNDHVX","ST7LWGP-DOHON-BZLFQO","2021-09-19 02:04:58","staking","","currency","ETH2",0.0000162770,0,0.0006350550
"LPJK66-YRUAE-7I2YSD","STDVFRV-RTJBT-X5ZVCU","2021-09-20 01:26:16","staking","","currency","XTZ.S",0.02272200,0,37.74737300
"LCNAUI-W5DGS-DDWY4E","STYZU34-TLCXH-7IYMQA","2021-09-23 01:27:15","staking","","currency","XTZ.S",0.01705200,0,37.76442500
"LQVYEI-NUPUD-MEF3OZ","STW72IW-TRBTV-BNV6WD","2021-09-26 02:04:39","staking","","currency","ETH2",0.0000160760,0,0.0006511310
"LBEUK3-AMNI6-WEARDV","STGEBVI-ARX73-LI2HXF","2021-09-27 01:26:29","staking","","currency","XTZ.S",0.02274600,0,37.78717100
"LSTFPF-RVI4L-EAIDV7","STX3ORA-UUATH-EQWFKE","2021-09-30 01:27:32","staking","","currency","XTZ.S",0.01707000,0,37.80424100
"LAALX2-MFTCB-JBJ34M","STKE3FT-PMO6H-HIAKUA","2021-10-03 02:06:18","staking","","currency","ETH2",0.0000160070,0,0.0006671380
"LMXMP5-4WBB4-OB6M5C","STBTEQX-BM5TK-TTESHA","2021-10-04 01:28:09","staking","","currency","XTZ.S",0.02277000,0,37.82701100
"LEQW6A-6NNRN-GCLWJS","STNXT5K-5MNEU-R5DNDL","2021-10-07 02:02:01","staking","","currency","XTZ.S",0.01708800,0,37.84409900
"LC2ZVK-H2SCT-6XMUME","STEQYTP-XLILU-XB4E4W","2021-10-10 02:06:26","staking","","currency","ETH2",0.0000159030,0,0.0006830410
"LV63XJ-3FR7Z-QB4J7F","STV2QL6-IIFMH-NTSR34","2021-10-11 02:02:31","staking","","currency","XTZ.S",0.02279400,0,37.86689300
"LKTAFX-QSTGZ-A3RE25","ST6LCRA-TOAKG-Y4BQWA","2021-10-14 02:01:29","staking","","currency","XTZ.S",0.01710600,0,37.88399900
"L623PF-NSJSD-Y6ZP6A","ST2Y6YR-633Z6-NKQ5Q6","2021-10-17 02:28:18","staking","","currency","ETH2",0.0000157460,0,0.0006987870
"LSLWGA-3EPIP-ZTXERC","ST44REL-LSHNG-SUV4LT","2021-10-18 02:05:03","staking","","currency","XTZ.S",0.02281800,0,37.90681700
"L2I35I-OCVV6-OFKE7D","STR2J4I-VGIA4-XOPKWA","2021-10-21 02:05:32","staking","","currency","XTZ.S",0.01712400,0,37.92394100
"LN34YI-DCD3N-4RAXEL","ST43C56-KHTEG-NBNZWZ","2021-10-24 15:24:12","staking","","currency","ETH2",0.0000170220,0,0.0007158090
"L4YSS5-BZE6L-UU4OKH","STF5N4A-ZCMZE-24DSFV","2021-10-25 02:06:43","staking","","currency","XTZ.S",0.02284200,0,37.94678300
"LO5ECA-ACZN3-A3EDY5","STJKRA2-FDQ77-LS2M6O","2021-10-28 02:06:18","staking","","currency","XTZ.S",0.01714200,0,37.96392500
"LBEZ23-XZ4TW-UBTWRQ","STJ4BLE-YHT2V-75RQ3F","2021-10-31 02:08:39","staking","","currency","ETH2",0.0000146030,0,0.0007304120
"LY7YOR-KLWAR-XGGAZ6","STIJ57X-S5TQT-T5WKZB","2021-11-01 02:08:18","staking","","currency","XTZ.S",0.02286600,0,37.98679100
"LGCKUP-VAVUH-H3UN4P","ST6R2SF-TTHRE-U2SD6J","2021-11-04 02:06:54","staking","","currency","XTZ.S",0.01716000,0,38.00395100
"LN4BMV-6F5CX-FRQARM","STP5ZNX-VGMLL-OCGBMS","2021-11-07 02:10:28","staking","","currency","ETH2",0.0000160070,0,0.0007464190
"LVR2TP-6URAW-MLXF2G","STZ2FM5-BHVQ3-5IWPCR","2021-11-08 02:10:00","staking","","currency","XTZ.S",0.02289000,0,38.02684100
"LKAXB5-6OFX7-7TJPKZ","STZCVHR-UPRNC-DX43DE","2021-11-11 02:07:01","staking","","currency","XTZ.S",0.01717800,0,38.04401900
"L4W5OB-R4WGD-V6IB4E","STEFCTX-AONMA-RTBNPA","2021-11-14 02:11:16","staking","","currency","ETH2",0.0000158170,0,0.0007622360
"LN2HFK-RHTNM-N3Y4I7","STOM65M-XBHOV-HHHVB4","2021-11-15 02:08:44","staking","","currency","XTZ.S",0.02291400,0,38.06693300
"LPJBEO-LRH2Y-FQ5K77","STOFCSS-A2L6O-3HY3NS","2021-11-18 02:08:18","staking","","currency","XTZ.S",0.01719600,0,38.08412900
"L65OCW-SGGCU-PTP6KY","STOQIAE-TMQUS-6VGPNX","2021-11-21 02:14:46","staking","","currency","ETH2",0.0000157100,0,0.0007779460
"L5HJC6-W6LUQ-SAQRKU","STFUVUN-73YRG-R2XVKH","2021-11-22 02:09:57","staking","","currency","XTZ.S",0.02293800,0,38.10706700
"LYUMQX-HY6AM-LBL2RI","STGTKTT-Y6BO2-VMV4HI","2021-11-25 02:07:44","staking","","currency","XTZ.S",0.01471000,0,38.12177700
"LDPBR3-4ZD2Z-GOQRS5","TXCP63-ZONMX-5OUSM2","2021-11-26 12:58:02","trade","tradespot","currency","SC",-5501.6666800000,14.3043417400,5487.3623382600
"L6WKYK-XC2TD-I5C3NB","TXCP63-ZONMX-5OUSM2","2021-11-26 12:58:02","trade","tradespot","currency","EUR",117.8457,0,118.2329
"LZANFH-4QWYS-N7L5GN","TAL334-2GBOB-FES74O","2021-11-27 22:23:30","trade","tradespot","currency","EUR",-118.2258,0,0.0071
"L44LGI-HJ643-XI667R","TAL334-2GBOB-FES74O","2021-11-27 22:23:30","trade","tradespot","currency","XRP",141.39477870,0.36762643,141.02715227
"L3MXN5-ZB5TD-OSWZTV","STUP367-TZBL5-QIYK6M","2021-11-28 02:12:51","staking","","currency","ETH2",0.0000155640,0,0.0007935100
"LOS4MD-YMHT3-NN7RDE","STGF37M-KRVDB-BYR4A6","2021-11-29 02:09:23","staking","","currency","XTZ.S",0.01962100,0,38.14139800
"LQ2CBD-DH5N3-W7YPLY","STVCRXK-SAILE-JMGFZ4","2021-12-02 02:07:34","staking","","currency","XTZ.S",0.01472300,0,38.15612100
"LKK3Y3-MW62N-HJKIIE","FTIQe9T-Y3kM7deVcLMEl3gVcXwix6","2021-12-04 14:13:39","deposit","","currency","EUR.HOLD",40.0000,1.7500,38.2500
"LTENFU-RXSNF-JNXGKS","TS6FHWW-QRIP6-ZHLSNJ","2021-12-04 14:13:40","spend","","currency","EUR.HOLD",-37.6800,0.5700,0.0000
"LYGDY2-D5TWH-2DL4OX","TS6FHWW-QRIP6-ZHLSNJ","2021-12-04 14:13:40","receive","","currency","SHIB",1157038.00000,0,1157038.00000
"LSMHNE-VI2LO-H56P2S","FTb7YZD-7TgZ4kfIOQbLzT2eBM1CEy","2021-12-04 14:16:34","deposit","","currency","EUR.HOLD",200.0000,7.7500,192.2500
"LJNTWY-BNC5A-F7KBKP","TSLBSCK-M4EB2-NHYAEE","2021-12-04 14:16:35","spend","","currency","EUR.HOLD",-189.4000,2.8500,0.0000
"LWAYEM-HOK2U-VLXFS2","TSLBSCK-M4EB2-NHYAEE","2021-12-04 14:16:35","receive","","currency","SC",12412.1144800000,0,17899.4768182600
"LCEXHW-LKW6L-O2BGQK","STKEXKM-66V5B-E7K57B","2021-12-05 02:14:55","staking","","currency","ETH2",0.0000154580,0,0.0008089680
"LNB32B-XASXU-KH4CUO","STQCRM4-E5ES4-7NY52V","2021-12-06 02:11:03","staking","","currency","XTZ.S",0.01963900,0,38.17576000
"LGEZLA-IULNH-A7P6FP","STEYDIZ-TJTK7-BDGU5L","2021-12-09 02:10:29","staking","","currency","XTZ.S",0.01473700,0,38.19049700
"LEBCE7-EKE2Q-MYQOGA","ST6FVXJ-2HH3B-QHWUQT","2021-12-12 02:19:12","staking","","currency","ETH2",0.0000154210,0,0.0008243890
"LIK25C-4543D-5PJXV4","STNKE4H-BEXED-U2GC5V","2021-12-13 01:40:26","staking","","currency","XTZ.S",0.01965700,0,38.21015400
"LJXQXG-WGNSA-5W5RIP","STKIIFB-3LFDK-Y6LVQN","2021-12-16 01:40:06","staking","","currency","XTZ.S",0.01475000,0,38.22490400
"LKZD2S-SCU6Q-GQBAOT","STGYRCG-YF3SZ-YO7OFW","2021-12-19 02:18:40","staking","","currency","ETH2",0.0000155200,0,0.0008399090
"L3PG6D-BJOZ4-AMRXES","STCWZZA-FGKON-JLRBCH","2021-12-20 01:40:41","staking","","currency","XTZ.S",0.01967400,0,38.24457800
"LHOF3I-SNXLC-6UJ3S6","STCG74V-QOU6H-SYGNB5","2021-12-23 01:39:57","staking","","currency","XTZ.S",0.01476300,0,38.25934100
"L7GYHC-BDDFT-CM4HFP","STEUB5Y-47MNQ-6UM7P5","2021-12-26 02:20:06","staking","","currency","ETH2",0.0000154490,0,0.0008553580
"LXYQ5E-MDT4Y-OE6LYY","STTR5MZ-SRW6D-J5BPW7","2021-12-27 01:41:41","staking","","currency","XTZ.S",0.01969200,0,38.27903300
"LOAEIM-RWULW-PMFCUO","FTDVepz-Ig8OYg6XZjdXVNNkDrz7um","2021-12-27 16:37:44","transfer","spotfromstaking","currency","XTZ",38.27903300,0,38.27903300
"LOAFZD-LTCMV-IGQMJN","FTAED2C-FDtG5YiZkSJRMLSztUVS8E","2021-12-27 16:38:08","transfer","stakingtospot","currency","XTZ.S",-38.27903300,0,0.00000000
"L6F4RJ-FNZOI-XO5IIH","FTHL3Ev-IbDJFNY5SMa2Fw1JxEnYuZ","2021-12-27 17:00:49","withdrawal","","currency","XTZ",-37.87903300,0.40000000,0.00000000
"LMTVTJ-DPVDP-RXGROL","FTkP61J-0sj2a4J4eDs5aiMOmgajVF","2021-12-29 14:42:44","deposit","","currency","EUR.HOLD",50.0000,2.1300,47.8700
"LDTCLD-BICVH-MMR6DQ","TSAYNJM-DZB35-BQHKCL","2021-12-29 14:42:45","spend","","currency","EUR.HOLD",-47.1600,0.7100,0.0000
"LV3HZU-MRFPR-RAOI7G","TSAYNJM-DZB35-BQHKCL","2021-12-29 14:42:45","receive","","currency","SHIB",1541764.00000,0,2698802.00000
"LTFUXJ-42XTJ-NEK7JV","ST4PHXZ-YS4PA-SBWBB6","2021-12-30 01:04:49","staking","","currency","XTZ",0.00320800,0,0.00320800
"LSW7AX-G62CW-GEUDMD","ST7YEVS-4M3IK-7RD7LC","2022-01-02 02:22:24","staking","","currency","ETH2",0.0000153580,0,0.0008707160
"LGUPWK-HSCYD-4NXR5T","ST7MDF4-ZTRZ3-7YSLNF","2022-01-09 02:19:46","staking","","currency","ETH2",0.0000152940,0,0.0008860100
"LVISWE-V6235-ZH4I3E","FTIrmPK-iWAAisXrfqXjs7YizKpXOd","2022-01-10 09:41:27","deposit","","currency","EUR.HOLD",100.0000,4.0000,96.0000
"L4ILQN-SZHDE-WGKJHW","TSOC3VH-4XMLG-Z77LRN","2022-01-10 09:41:28","spend","","currency","EUR.HOLD",-94.5800,1.4200,0.0000
"LVHWSC-ZQHSQ-IVQPTR","TSOC3VH-4XMLG-Z77LRN","2022-01-10 09:41:28","receive","","currency","SC",7778.0658500000,0,25677.5426682600
"LT2VY2-Z3WLV-2ECXPB","FTBbVP7-dW7GBY0Yo8RgDGG7N8Awwj","2022-01-10 19:32:18","deposit","","currency","EUR.HOLD",1000.0000,37.7500,962.2500
"LVKZ5J-NB6W4-6IW6WN","TSH2XFB-4IC4I-76N3UG","2022-01-10 19:32:18","spend","","currency","EUR.HOLD",-948.0200,14.2300,0.0000
"L6SATA-4TGMP-T2JU7D","TSH2XFB-4IC4I-76N3UG","2022-01-10 19:32:18","receive","","currency","XRP",1479.03141000,0,1620.05856227
"L3S3F5-BU7UV-I5IZIL","STHMGR2-3AC2N-AI67MB","2022-01-16 02:21:40","staking","","currency","ETH2",0.0000153370,0,0.0009013470
"LQJAH2-35ZXL-UHK2BG","FTB5iRI-MiAbIEqSwiqUQcSpmUafxa","2022-01-22 14:00:16","deposit","","currency","EUR.HOLD",1000.0000,37.7500,962.2500
"LPQP7D-LRU56-WVJPG2","TSQX3OE-UN65W-GQSG5F","2022-01-22 14:00:17","spend","","currency","EUR.HOLD",-948.0200,14.2300,0.0000
"L7SLYO-IIJ4O-TZ7OV4","TSQX3OE-UN65W-GQSG5F","2022-01-22 14:00:17","receive","","currency","XRP",1780.55095000,0,3400.60951227
"L42XRE-NGTSK-6FBJWF","FTbPKmY-Wj4vKirlaCKWnL3gYAiM7W","2022-01-22 14:08:24","withdrawal","","currency","XRP",-2399.98000000,0.02000000,1000.60951227
"LBNP5H-PDE2G-L6YAN5","STVMAII-7JZ5F-TFFTQA","2022-01-23 02:21:48","staking","","currency","ETH2",0.0000151810,0,0.0009165280
"LRXY6N-SPUDA-3FQTFO","STGJSSW-NK67J-GSOYYF","2022-01-30 02:21:40","staking","","currency","ETH2",0.0000151210,0,0.0009316490
"LQHXXS-KFJON-MQLLXD","FTHW0Lj-P9cW5AsnA2Gm1eu6dn8D5Q","2022-02-01 13:27:06","deposit","","currency","EUR.HOLD",2000.0000,75.2500,1924.7500
"L2HKL4-ZKSU2-NCZHVY","TSU3ZMR-27KNO-7KQQVE","2022-02-01 13:27:06","spend","","currency","EUR.HOLD",-1896.3000,28.4500,0.0000
"L3JPQ2-BECMX-7QGWHA","TSU3ZMR-27KNO-7KQQVE","2022-02-01 13:27:06","receive","","currency","XRP",3430.71198000,0,4431.32149227
"LAFVWS-JGZ2Q-2NSZAO","FTcHOUn-7nelQRMh6Pc4ZQhFHzrmp9","2022-02-01 13:32:09","withdrawal","","currency","XRP",-4431.30149000,0.02000000,0.00000227
"LHWVE4-JCQP4-E36DEN","STZFWL5-LK6EJ-UIZUIX","2022-02-06 02:27:12","staking","","currency","ETH2",0.0000149730,0,0.0009466220
"LDLGOL-CNJW4-QWEFJV","FTiQDYg-OQsc6lJlCLSlLwZ5NyFTRX","2022-02-08 13:43:29","deposit","","currency","EUR.HOLD",2500.0000,94.0000,2406.0000
"LGVJA6-XJNA2-WX626E","TS3GOF5-KXRPX-ODXEN5","2022-02-08 13:43:31","spend","","currency","EUR.HOLD",-2370.4400,35.5600,0.0000
"L2EET7-SDCQF-YBLHXP","TS3GOF5-KXRPX-ODXEN5","2022-02-08 13:43:31","receive","","currency","XRP",3184.15424000,0,3184.15424227
"L5H4W3-7HQTL-3YUUPA","FTjfQiM-WGfavHD3Kyn7PZJclRot9c","2022-02-08 13:51:23","withdrawal","","currency","XRP",-3184.13424000,0.02000000,0.00000227
"LWEVW5-ZZU5F-3P4LDT","STKHMVM-5PQNA-QIB4G4","2022-02-13 02:27:12","staking","","currency","ETH2",0.0000149560,0,0.0009615780
"LJU22H-3LSBF-KWKB5N","ST6QYP6-MGOKE-UVKVEV","2022-02-20 02:30:29","staking","","currency","ETH2",0.0000148200,0,0.0009763980
"LCDANW-UIQEL-5ZD7N5","STTBGDX-SZDCH-YFBPQI","2022-02-27 02:32:37","staking","","currency","ETH2",0.0000147260,0,0.0009911240
"L2WME3-L3AXV-Q6MI4W","STIV3KJ-YAXB3-WYVURU","2022-03-06 02:31:40","staking","","currency","ETH2",0.0000146150,0,0.0010057390
"L3JQRK-37HVH-A7M42T","ST6L654-WDDVX-PQLYMF","2022-03-13 02:32:54","staking","","currency","ETH2",0.0000145440,0,0.0010202830
"LLZFFW-5NMTJ-FGWPBO","FTROF5m-3tKbUQCNqLjiSZIy0OOppP","2022-03-16 06:10:17","deposit","","currency","EUR.HOLD",100.0000,4.0000,96.0000
"LNHWJW-D2HJW-YCC6XY","TS2G2Z6-OSY2Q-CIFCYW","2022-03-16 06:10:18","spend","","currency","EUR.HOLD",-94.5800,1.4200,0.0000
"LPBOBJ-X6DY4-27DRXH","TS2G2Z6-OSY2Q-CIFCYW","2022-03-16 06:10:18","receive","","currency","SHIB",4757610.00000,0,7456412.00000
"LXFT2N-D3BML-WSA7FQ","STT7AJB-TNT3W-OGHK63","2022-03-20 02:34:34","staking","","currency","ETH2",0.0000143100,0,0.0010345930
"LESDRJ-KU6Y3-LJRVVN","ST5BUNE-B4ZFD-HJMKJD","2022-03-27 02:34:17","staking","","currency","ETH2",0.0000142380,0,0.0010488310
"LX34P4-2GFVJ-AWACF7","STI3V4M-S35RM-J2AEK7","2022-04-03 02:30:16","staking","","currency","ETH2",0.0000140400,0,0.0010628710
"LO5SDL-YLBGS-PGSDFS","FTan92v-d0gcsAYe4odfumiPtvjiFd","2022-04-07 09:03:29","deposit","","currency","EUR.HOLD",500.0000,19.0000,481.0000
"LJLCC7-YFUKI-PLBDZ7","TSC3UMP-7YNRK-5X7SFX","2022-04-07 09:03:30","spend","","currency","EUR.HOLD",-473.8900,7.1100,0.0000
"LXW6TV-SUMYU-5OH3UZ","TSC3UMP-7YNRK-5X7SFX","2022-04-07 09:03:30","receive","","currency","XLM",2444.45398000,0,2444.45398000
"LRKIEG-MDHI6-B2AJSZ","STKEJFT-ZFY2Y-IELKG2","2022-04-10 02:34:41","staking","","currency","ETH2",0.0000140000,0,0.0010768710
"LEA4PZ-C74HH-TM7L4U","FTeXOHw-5eGT4g63LG0qFcbqQDwc8V","2022-04-12 18:11:40","deposit","","currency","EUR.HOLD",500.0000,19.0000,481.0000
"L6CX43-Q67PA-5R5GRT","TSVRUCO-BDLMO-JES66D","2022-04-12 18:11:41","spend","","currency","EUR.HOLD",-473.8900,7.1100,0.0000
"LYC2QF-HCBVH-27SBCI","TSVRUCO-BDLMO-JES66D","2022-04-12 18:11:41","receive","","currency","XLM",2689.85359000,0,5134.30757000
"LRGGM3-YRB2G-6DKFRP","STK7CV7-3AIB7-FNIVJF","2022-04-17 02:32:59","staking","","currency","ETH2",0.0000138040,0,0.0010906750
"LOPQBZ-NEQER-NHKVYK","STTPZH7-NQW7H-6P3RT3","2022-04-24 02:36:39","staking","","currency","ETH2",0.0000136160,0,0.0011042910
"LQY7SX-NRVRT-R73MZJ","FTj74uQ-zfrNkFzXj35TqLjCTgQaMl","2022-04-30 18:15:18","deposit","","currency","EUR.HOLD",300.0000,11.5000,288.5000
"LOLL77-76KKZ-4WQWFZ","TSI37LK-CU2C3-IOKNHK","2022-04-30 18:15:19","spend","","currency","EUR.HOLD",-284.2400,4.2600,0.0000
"LGA7OW-FUDT2-I47YNR","TSI37LK-CU2C3-IOKNHK","2022-04-30 18:15:19","receive","","currency","SC",35090.9201500000,0,60768.4628182600
"L7W4TY-PPM7H-ZLIN4X","ST7EEV7-MW4T5-NXTOEE","2022-05-01 02:42:47","staking","","currency","ETH2",0.0000133700,0,0.0011176610
"LRRDY4-LYVMP-GJXV2N","FTQDdaI-DQlgdnVBju9hw7VPu2I7Sx","2022-05-03 15:55:57","deposit","","currency","EUR.HOLD",300.0000,11.5000,288.5000
"L4JHI7-5YNLR-GIYMLA","TSZIEWU-RGBSL-2W7VG5","2022-05-03 15:55:58","spend","","currency","EUR.HOLD",-284.2400,4.2600,0.0000
"LFPL3X-4D3JX-CIQUVQ","TSZIEWU-RGBSL-2W7VG5","2022-05-03 15:55:58","receive","","currency","SHIB",14472325.00000,0,21928737.00000
"LLODUY-YSSQC-C6V7FL","STIQH5Z-YEI7E-5MS2TL","2022-05-08 02:42:31","staking","","currency","ETH2",0.0000131900,0,0.0011308510
"LLU2JE-OAKY7-NNKZWM","FTUqIWy-76pS3y8Vn7IdGg3x1GsE0x","2022-05-11 12:51:43","deposit","","currency","EUR.HOLD",300.0000,11.5000,288.5000
"L2FQQM-HWOO3-D2JYJM","TSJJGKT-5HQQP-J52X7I","2022-05-11 12:55:23","spend","","currency","EUR.HOLD",-284.2400,4.2600,0.0000
"LSZHVX-PEPZZ-ITAUZX","TSJJGKT-5HQQP-J52X7I","2022-05-11 12:55:23","receive","","currency","SC",56954.4906400000,0,117722.9534582600
"L3HLWA-QUB5D-O43NKC","FTVJhx1-rGwz2QK9vgOr5ipZS6ZA4V","2022-05-11 13:25:28","deposit","","currency","EUR.HOLD",150.0000,5.8800,144.1200
"LBVVKS-BFG3M-VKGNLN","FTMWFlx-ycr5Ie0sF7nnoTDYIvINYL","2022-05-11 13:30:52","deposit","","currency","EUR.HOLD",1000.0000,37.7500,1106.3700
"L62LKP-R22MP-SY3IK3","FTI5b0C-o15YhqOggwHLtm0BVdKYkf","2022-05-11 16:57:31","deposit","","currency","EUR.HOLD",-150.0000,-5.8800,962.2500
"LIP4AW-7G6YA-73EALF","FTeAHeZ-wehb3D6Hze89BxfhoTfYef","2022-05-11 17:13:29","deposit","","currency","EUR.HOLD",-1000.0000,-37.7500,0.0000
"LZN3WT-ZOVI7-6JUAFX","STBFWDF-C7IHN-XU5T7W","2022-05-15 02:44:43","staking","","currency","ETH2",0.0000131750,0,0.0011440260
"LKRJTN-UGK3L-DZV55B","STH3VXB-BZHC3-42YB3S","2022-05-22 02:57:20","staking","","currency","ETH2",0.0000130340,0,0.0011570600
"L7JXUI-Z7TMN-XL3NDI","STDYCWV-RCQZA-6T4JG3","2022-05-29 03:00:21","staking","","currency","ETH2",0.0000128920,0,0.0011699520
"LJPVEH-ZGR4S-S674QI","FTQWjf7-GHNhhPCUuLT1yLRmeTPWcD","2022-06-04 18:19:47","deposit","","currency","EUR.HOLD",1000.0000,37.7500,962.2500
"LONKHH-SRNUH-7WAZMV","TSKEKKL-OWK4M-CQJXVE","2022-06-04 18:19:48","spend","","currency","EUR.HOLD",-948.0300,14.2200,0.0000
"LYBZDD-NU7V6-O2DVHE","TSKEKKL-OWK4M-CQJXVE","2022-06-04 18:19:48","receive","","currency","XRP",2602.84204000,0,2602.84204227
"LPI7ID-UNPYH-HWRXFR","STSBUTF-2YLIL-A2WAH2","2022-06-05 03:11:00","staking","","currency","ETH2",0.0000129850,0,0.0011829370
"LYL5SV-TEJ3U-7XR2FE","FTG8xEs-RIBUNvAF8UZcXuPBCTtYPP","2022-06-06 22:36:10","deposit","","currency","EUR.HOLD",10.0000,0.6300,9.3700
"LVJWWQ-MZJLL-WITUCR","TSHZJGB-EG76K-SX5VYR","2022-06-06 22:36:11","spend","","currency","EUR.HOLD",-9.2300,0.1400,0.0000
"LMJBGT-C3M55-3YJPXZ","TSHZJGB-EG76K-SX5VYR","2022-06-06 22:36:11","receive","","currency","LUNA",121836.17650000,0,121836.17650000
"L7JLYY-GDRAF-IS5PXT","STUI7RA-JVLWQ-3TYLA4","2022-06-12 03:18:37","staking","","currency","ETH2",0.0000127570,0,0.0011956940
"LOEMHO-FBDTX-ZHT7J7","STDM65U-AG73U-EAGPIQ","2022-06-19 03:03:29","staking","","currency","ETH2",0.0000126590,0,0.0012083530
"LQI2ZA-GQWAM-EXLSEV","FTXg0a3-E97IYQ1e1eCOwLsDLBsxUh","2022-06-19 04:59:06","deposit","","currency","EUR.HOLD",1000.0000,37.7500,962.2500
"LEWKWI-JGMX6-73HWOE","TSPXLF5-HKF2I-5MH4AB","2022-06-19 04:59:07","spend","","currency","EUR.HOLD",-948.0300,14.2200,0.0000
"LMMR5Z-XUHHT-VTIZM5","TSPXLF5-HKF2I-5MH4AB","2022-06-19 04:59:07","receive","","currency","XRP",3284.21365000,0,5887.05569227
"LKM6EN-MKJSY-5NW5FD","FTNlN90-xjqjLlccoJcbRNn9WSUzS5","2022-06-19 05:09:59","withdrawal","","currency","XRP",-5887.03569000,0.02000000,0.00000227
"LF2HE2-UAQJV-JIG3BR","STQKOKX-6BTAQ-6AY6H6","2022-06-26 03:05:26","staking","","currency","ETH2",0.0000126140,0,0.0012209670
"LJ6YCU-XM5ID-M6ENMU","FTS3Hr9-M5IUsmPy5n7qrpo8Ly8RDP","2022-06-30 18:46:45","deposit","","currency","EUR.HOLD",250.0000,9.6300,240.3700
"L5EXD5-7A4OD-RJ3G6S","TSCAOFP-X4EGG-F5L2RQ","2022-06-30 18:46:46","spend","","currency","EUR.HOLD",-236.8200,3.5500,0.0000
